Review,Actual Sentiment,Sentiment Score
asked plan character godzilla x kong new empire say throw everything wall see stick director adam wingard adopted approach making film occasion little randomly tossed actually stick smackdowns film creature loud frantic reasonably fun plot sloppy turd titan proportion stinky contrived overblown mess brought life maelstrom convincing cgithe script absolutely terrible majority film either scratching head confusion laughing preposterousness kong equipped metal fist undeniably cool idea fact protagonist happen device hand hollow earth crazy especially one built antifrostbite serum vet know extract kong tooth also know fly hollow earth hover ship clearly man many talent god know iwi tribe glowing pyramid deal glowing spike nasty ape used control ice lizard everyone suddenly start floating around hollow earth might explanation point became lost chaosafter godzilla minus one suggest leaving future film featuring big lizard japanese rounded kaylee hottles perpetually anxious look doesnt girl expression,Negative,-0.08306677890011224
live yuck valdosta georgia raining day tornado watch inside house day past several day needed escape home went get essential mryyh oil across street shop went purchase mryyh remembered new movie went theater watched pm showing like godzilla kong movie past year one entertaining laughing surprise move jumped special effect good storyline boring,Neutral,0.03298701298701299
see imax first recommendation get ready completely suspend disbelief go wild whacky journey pure wonderfully silly megamonster romping even throw titan lore get see several great beside kong godzilla expect realism would ridiculous really fun megamonster movie wall wall special effect cgi kong probably endearing ever lovely treatment mothra well loved movie kid happy keep supporting action drama fyi grab popcorn enjoy,Positive,0.26322751322751325
like godzilla general vastly prefer tohos output legendarys franchise thought first mediocre different quality wise predecessorsthis film followed footstep gvk kotm trying fix problem previous installment mess something else fight scene gvk dragged tried make shorter however action sequence godzilla bland speaking godzilla legitimately felt like regular old side character rather main character mention move im kidding say godzilla move like crack movement weird unnatural disappointing came godzilla seeing get sidelined crushingi tell tried make great film first act put bunch separate action sequence scene trying entertain audience said completely sided extremely short fight really doesnt entertain u however writer come smart choice throughout film set twist well plot underwhelming mv film decent plot went downhill dont even get started ended film home like mean know girl trying say couldnt figure better linespeaking film lot point make sense logical perspective hollow earth get light tribe end without advanced technology survive high temperature inner part earth list go onhowever nail one thing kongs plot action scene legit fun entertaining albeit felt like didnt know start opening kong chilling obviously came theater see godzilla kong dont much complain kong team think creative idea get fight going even wasnt best human plot significant improvement previous installment final battle entertainingrating,Neutral,0.10918881506090808
alright dude godzilla × kong new empire wasnt great basically kong movie godzilla barely showing try make kong monster act humanlike kinda weird there annoying little ape character suko sound like clown horn look like something coldplay videothe whole movie feel like mix avatar new planet ape movie good way seems like borrowed idea film best part scene giza godzilla kong stuff hollow earth okay monster fight super lamethe acting fine nobody really stand except maybe rebecca hall kaylee hottle brian tyree henry dan stevens arent many human one good thingoverall movie huge disappointment want see giant monster smashing stuff movie isnt really guess ill stick japanese godzilla movie whole franchise make want watch even least kong skull island decent,Neutral,0.13972048066875659
ive got say expected one big action pack movie absolutely entertained way youre like people give low review expect dark serious monster movie like minus one youll disappointed shouldnt even thinking way first place look marketing movie would know thats nothing like two hour period movie think pretty good one actually think best one obvious reason there lot monster human character wanted start see lot people saying there enough human character screen give interesting enough story say human focusing like wanted first place,Positive,0.08257575757575758
everyone comparing godzilla x kong new empire godzilla minus one bad move two film completely different tone compared legendary make godzilla movie godzilla tone must also welcome something different action sequence world cgi human character best legendarys monsterverse get sure watch big screen vibrance also another feature film make fall love maybe wont received well critic audience make movie successful audience love thumb 👍,Positive,0.2990909090909091
long time favorite monsterverse movie first one kotm good never liked overdramatic godzilla v kong hand great interesting dynamic loved jia godzilla x kong new empire released wasnt excited old time new monsterverse film thought potential decided watch cinema along amigo friend mine saw yesterday liked blastfirst people say human character monsterverse bland personally film main one actually good three cast godzilla v kong back film like bernie comic relief film enjoyed liked helped kong last rdkong film like kratos god war also along little kong reminded like god war norse saga kratos son atreus great see godzilla film kinda hardly film busy protecting surface world film hollow earth kong wasin film character hollow earth also manage find jias original family race think jia best human character monsterverse much care kong communicate sign languageand man mothras return quite surprise joy watch year mothra back better ever love scene jia meet mothra front others love jia mothra work together help godzilla kong defeat evil kong scene godzilla kong meeting mothra jia putted big smile facethe last third favorite last third monsterverse film ending good consider last monsterverse film really bad conclusionmy favorite monsterverse filmand mothra best kaiju best waifu,Positive,0.2387696408529742
people high enough testosterone level truly appreciate movie truly eye opening philosophical beautiful many level piece cinema conversation cinematography acting masterpiece express grateful world live providing unique opportunity witness heavenly movie looked like provided god almighty loved director made godzilla sleep colliseum thus referring glory roman empire incredible plot managed even put history lesson shooting different scene historical cite,Positive,0.30178030303030307
godzilla x kong new empire delivers outstanding kaiju battle epic adventure hollow earthfor first time monsterverse film us plot twiststhe story two distinctive plot point one kong one godzilla kong focus hollow earth godzilla taking advantage surface earth jias vision give glimpse hidden threat within hollow earth monarch team dr irene kong along trapper dan stevens search hollow earththe adventure continues explore hollow earth witness one outpost destroyed none skar king mark handprint glimpse mothra stone wall give goosebump dr irene thought jia last iwi tribe iwi tribe give background history kaiju war skar king shimo really like fact godzilla one imprisoned themthe movie different fight epic gorgeous vfx godzilla fight scylla tiamat kong fight drownviper related ape fight scene skar king kong ape lair lava goosebump evolution power radiation godzilla film super awesome way absorbs energy powerful becomeswhen two level power level skar king shimo along ape army seek blue portal exists hollow earth godzilla fight kong egypt mothra return rebirth diffuses fight trio go hollow earth portal fight zero gravitythe climax full kaiju mayhem good ending plot twist film shimo controlled skar king true villain suffered skar king command got revenge freezing cruel kaijuoverall worth watch fun perfect kaiju movie,Neutral,0.1638975966562173
godzilla king kong movie always get mixed reaction one hand movie feel like quick monster movie watch anybody hand felt like wasted potential regarding premise movie recent watching godzilla minus one imma mixed bag movie visuals actually pretty nice pretty dope look especially look monster scene kong feel like see cgi hand godzilla monkey actually look pretty damn cool one thing actually irritated human plot line human really well like godzilla mine one movie kind feel generic there always group people kinda dont make sense around except little girl mother people dont personal motivation especially funny one one character fixed kong tooth dont real motivation real personal goal want achieve thats another waste potential opinion villain scar king pretty cool feel like little step godzilla versus king kong theyre actually cool personal motivation regarding corporation mega godzilla want replace godzilla scar king opinion personal motivation point view audience look certain story element kind intriguing like kong underworld forgot name called wasted potential couldve went somewhere kong alone one revealed he one deal trying become king another thing kind bother godzilla reason godzilla bother barely got see godzilla godzilla king kong movie opinion godzilla highlight show jumping body slamming sort stuff king kong cool equal character name title overall mixed reaction bad kind good point made bad movie mid action pas time movie bad,Neutral,0.09193620844564236
monkey awesome lizard cool make big put one movie golly gee got hooked big butterfly dope indeed monkey reminiscent dream jungle many animal friend one much like large villain movie king wait villain king nvm last part also big snake hypnotized like song biggie also bear dream pretty cool think dream jungle book yk movie like jungle book godzilla thats pretty cool,Positive,0.21026785714285715
although im massive godzilla fan interest lie kongs side mean ever since watching king kong mind arse ever since love passionthe thing ruin latest instalment boring human segment way monster shownthey dont come across foot foot like human sized anybody get im heremaybe cartoony cgi fact character far many human characteristic might reason dont feel like giant sized bastard wouldnt stand planet ape movie well maybe godzy would look odd irrelevant trying say hereits crap film could done far le human interaction better cgibut hey didnt make film well reviewer really enjoy maybe try belittle others work concentrate good thing life,Positive,0.022708333333333337
typical monsterverse movie wife agreed like watching guardian galaxy movie entertaining soundtrack pretty good anytime put kiss soundtrack good thought monster looked pretty good steroid kong pretty funny thanos gauntlet kind excited see baby kong going forward plus godzillas bed look like cat bed funny see sleep twice hopefully go back godzilla minus one type movie advise future viewer see matinee time definitely worth full price,Neutral,0.3063725490196078
epic alliance gone day godzilla kong rival gxk hint legendary teamup imagine raw power godzillas atomic breath combined kongs agility strategic mind alliance promise fight unlike anything weve seen forcing confront threat far greater either could handle alone unveiling new titan monsterverse teased glimpse colossal creature gxk rumored finally bring forefront witnessing new titan design power interacting established one spectacle leave audience awe deeper dive hollow earth previous film hinted mysterious subterranean world gxk promise delve deeper imagine breathtaking world teeming life monstrous beautiful expansion monsterverse mythology gamechanger offering whole new dimension explore humanity role evolved monsterverse film havent shied away humanity struggle titan gxk supposedly elevates humanity role might see advancement antititan weaponry alliance ancient civilization posse knowledge creature shift make human contribution story impactful director vision director behind gxk known bold storytelling stunning visuals past work hint film thrilling thoughtprovoking expect push boundary genre delivering truly unforgettable cinematic experiencebonus moment imagine telling friend saw epic new titan battle big screen anyone else early adopter potentially historic film give bragging right year comegxk isnt sequel potential turning point monsterverse promise epic battle groundbreaking visuals expanded universe mustwatch kaiju fan dont miss chance part cinematic event,Positive,0.18285489020783136
fun romp inner earth many kaiju fight fun engaging sequence film solely fun isnt bad thing film fun usually forgotten quite quickly remembered usually select sequence action peril overarching plot character quickly forgotten amongst many action sequence far engaging character plot type film one put turn brain watch big monkey lizard fight thing cause damage nothing wrong leaf much desired regard,Neutral,0.11507936507936511
worst plot casting weak cgi hollywood must think cinema goer stupid beside main actress none actor likable screen presenceonly redeeming minute skar king laugh kong silver false toothnot worth wait dvd streaminganything scientific totally suspended logical explanation might well fairytale scifyonly redeeming minute skar king laugh kong silver false toothi went see ghostbusters late show ended watching garbage waste money time,Negative,-0.04114583333333334
going movie pretty much know youre gon na get bunch fantasy creature kaiju battling thing like movie little take seriously im glad way movie nothing like godzilla minus one captivating character movie heartfelt scene reason doesnt like action packed entertaining blast kind movie playing background really invest film lot kaiju scene really made movie youre fantasy creature colossal fight scene dont bother movie plot human character lackluster thankfully show equally much kaiju human really redeemed movie overall fairly strong installment kaiju universe thats worth watching,Neutral,0.20979166666666668
recap movie made people want love monster fighting rather drama full explicit sex nudity bad ending symbolize cinema lead people depression walking theater comparing movie also appear franchise im looking dowd godzilla fan service since showa era delivers also comparison like calling minus one majestic godzilla x kong productbruh movie love letter monster minus one also product also andrea chase think better there director make movie monster hitting world trade center rather plane calling cinematic tragedy also godzilla didnt get positive review godzilla minus one never made thats see ya,Positive,0.08884297520661158
friend went see movie really enjoyed friend went moon gave solid audience doesnt want anything serious hella perfectthe story wasnt anything new havent seen serf movie good biggest problem human character like godzilla v kong character flat would rather watch monster fight themthe direction adam wingard pretty good action particulat really well done really see whats going onthe actor ok part script given finegiant praise vfx everything looked amazaing see money went place like captain marvel example million dollar budget money looked awfulthe music good wouldnt buy soundtrack served storyoverall want fun hour movie perfect,Neutral,0.3080018939393939
many monsterverse movie take legendary understand want monster action better human charactersgodzilla x kong new empire th entry legendarys godzilla kong universe like movie came new empire problemsnone character memorable much le relatable still take lot runtime godzilla minus one prof healthy balance wellwritten human drama kaiju conflict legendary prefers take turnyourbrainoff approach doesnt work there much exposition even character guess happening movie nothing made sensethere moment uninterrupted fight titan fun far dozen monster tohos lineup legendarys disposal instead opt create uninspired notsomenacing threat point ever feel like anybody dangerspeaking godzilla afterthought apparent reason loved kongs story even addition baby kong excited human element storythe new empire nonsensical slog fun action scene monster offered nothing else script contrived lack godzilla criminal yet part hope franchise continues improves,Neutral,0.19755892255892252
dont know expected going see cinema wasnt guess expected focus human le titan againbut yeah human mostly footnote story could almost completely told without human add little flavour mix especially dan stevens kinda biased towards ive loved work everything ive seen farall aside kong great massive godzilla pretty damn impressive massive kong got look titan well pretty impressively brought life gripe kong early going filmmaker tried humanise little much kinda fell flat thing actually got moving shaking though got lot better,Positive,0.20869565217391303
nut shell feel like lost brain cell watching gave generous score kind people worked hot mess spoiler thisbetween golom baby ape highly inteligent animal magically repairing roman colussium random alternating scaling creature much massive fight couldnt hide one cant help think creature always end fighting getting destroying around famous land mark bridge monument pyramid suddenly brazil avoid christ statue guess editor figured destroying land mark would offensive much wont go anymore people put seat blood sure studio understand making money mindless entertainment cant get mind human body count destroyed city,Neutral,0.09566666666666666
couldnt wait end first one run monstersverse movie know wont rewatch dont know tipped balance either timeive enjoyed far even considered gvsk enjoyable considering big change tone surprise mesaying movie ridiculous considering subject matter previous film stupid realise really think may little interest timegodzilla top billing two least screen time whyso much happens happen forward plot convenient plot point plentifulthe human character pointless still ridiculous blooming titan vet goodness sake wtfat least majority human dont actually speak actually play second fiddle majority film really bug keep continuing increase humanisation kong filmantagonist introduced far late really lame comparison previous instalment generally poor round,Negative,-0.06393678160919539
really interesting gojira effortlessly traverse two distinct cinematic realm reflecting emotionallyresonant realisticallytragic gravitas gojira minus one contrasted hyperenergized fiercelyheroic guardian nature persona godzilla x kong big g take challenger megaberserker attitude ecstatically jumping headfirst every brutal fight without slightest hesitationthe new godzilla x kong mean perfect film probably unfair directly compare nearly pristine artistic achievement minus one however gxk definitely exhibit ample dos rollercoaster level adrenaline rush throughout many spectacular titan battle come extremely fast furious fact one criticism film seems jampack bit much acceleratedaction relatively short runtime really wish time spent revealing intriguing backstory ice dragon shimo flesh mythology shimo might actually one original titan authentic ancient ancestor gojira bright side king kong baby kong screen time allowing genuine bonding develop also really liked jias sidestory rediscovering hollowearth heritage revealing direct connection peaceloving mystical mothraoverall thought gxk certainly worthwhile watch appreciate gojira travelling back late showa era root ferocious unbeatable guardian earth pitted threat humankind since late showa gojira eagerly awaited watch small kid whenever campclassic movie appeared tv rerun destroy monster perennial favoriteit also interesting see legendary picture adam wingard choose direct monsterverse toward future feel like godzilla need alltoho teamup adventure next time bringing back rough tumble buddy anguirus japan allstars possibly heisei era villain biollante destroyah case think godzilla x kong provides enough hyper creativeenergy bursting ample excitement adrenalinerush entertainment value justify many monsterverse outing future,Positive,0.14057865892972277
one person said would say lp wb wanted eat hamburger much aditive would say also lack dialogue lack tension fast forwarding much roaring screaming godzilla minus one would kick as company learn toho hope use money movie invest knowledge hilarious every year old would consider movie failure sure people imdb rate mean insult excellent movie would recommend movie unless people eager see unseen unreal godzilla acrobatics 🤣,Negative,0.19708333333333333
sorry fan kong brought tear way hodge podge inane scriptwriting acting put u enjoythe actor played dim witted version ability hope thats best showi know supposed fantasy brilliant cgi completely wasted ridiculous story think story maybe sometimes le memorable actingone scene stick utterly inept showing chopper carrying small bit tech somehow miraculously able cover kongs hand elbow needed fullsize people cover one finger nailsi truly sorry say waste time although yet try watching muted doubt even might make saving grace,Negative,0.07820512820512822
godzilla x kong fun packed movie wont let get seat movie picturization cgi top notch kongs character development bond jiya ilene also developed good thing jiya given great responsibility movie give good development character thought useless many including however character movie godzilla mothra shimo underutilized godzilla literally king monster movie treated like side character adam wingard focus kong character related perhaps focus little bit godzilla play integral role monsterverse would appreciated movie point followed monster lore explored even morei give movie score,Positive,0.2829545454545455
